,marka,fiyat,kamera çözünürlük,Dahili hafıza,Ram,ekran boyutu,pil gücü,mobil bağlantı hızı,model,ön kamera sayısı,on kamera cozunurluk araligi,arka kamera sayisi,ekran boyutu aralığı,işletim sistemi,çift hat,garanti süresi,şarj girişi,ana kamera çözünürlük,nfc,kulaklık girişi,batarya,renk
0,Reeder,2699,5,128,2,4,1500  altı,4,Reeder S19 Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
1,Apple,24499,12,128,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Beyaz
2,Xiaomi,12549,108,256,8,6,5000,4.5,Redmi Note 12 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Mavi
3,Reeder,2649,15,128,4,6,3000 - 4000,4.5,P13 Blue Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Yeşil
4,Xiaomi,12269,108,256,8,6,5000,4.5,Redmi Note 12 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Gri
5,Xiaomi,8849,20,128,6,6,5000,5,Redmi Note 12,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Siyah
6,Samsung,8280,20,128,6,6,4000 - 5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
7,Xiaomi,5557,10,128,4,6,6000,4.5,Redmi 10C,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Gri
8,Samsung,5149,10,128,4,6,5000,4.5,Galaxy A04e,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Mavi
9,Reeder,3799,5,256,6,4,1500  altı,4.5,S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Siyah
10,Reeder,3799,5,256,6,4,1500  altı,4.5,S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Altın
11,Xiaomi,11589,20,256,8,6,4000 - 5000,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
12,Apple,39300,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Beyaz
13,Samsung,5098,10,128,4,6,5000,4.5,Galaxy A04e,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Pembe
14,Apple,37199,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Pembe
15,Xiaomi,6176,5,128,4,4,1500  altı,4,Redmi 10,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
16,Xiaomi,3800,10,64,4,6,4000 - 5000,4.5,,10,5,5,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,3000,Mavi
17,Reeder,3229,14,128,4,6,5000,4.5,Reeder S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Mavi
18,Apple,63898,48,128,6,6,4323,5,iPhone 14 Pro Max,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mor
19,Reeder,2245,5,32,2,4,1500  altı,4.5,P13 Blue Max Lite,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
20,Xiaomi,5398,20,128,4,6,4000 - 5000,4.5,Redmi 12C,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Mavi
21,Apple,37198,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Mavi
22,Samsung,10969,48,128,8,6,5000,5,Galaxy A34,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Gümüş
23,Xiaomi,8849,20,128,6,6,5000,5,Redmi Note 12,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Mavi
24,realme,7440,20,256,8,6,5000,4,Realme C55,1,60,1,6,Android,Var,2,USB Type-C,60,Var,3.5 mm,4500,Altın
25,Apple,23400,12,64,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Beyaz
26,Samsung,8190,20,128,6,6,5000,4.5,Galaxy A23,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
27,realme,3995,10,64,4,6,5000,4.5,,1,10,4,6,Android,Var,2,Micro-USB,10,Yok,3.5 mm,5000,Siyah
28,Xiaomi,10999,20,256,8,6,4000 - 5000,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,4500,Siyah
29,POCO,3675,5,32,4,6,3000 - 4000,4,POCO C40,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Sarı
30,Reeder,2370,5,32,2,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
31,Samsung,9019,15,128,6,6,4000 - 5000,4.5,Galaxy A24,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Gümüş
32,Apple,44399,12,128,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Beyaz
33,Oppo,4900,5,64,4,4,1500  altı,4.5,Oppo A16,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
34,General Mobile,,10,64,4,6,3000 - 4000,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
35,Xiaomi,6027,5,128,4,4,1500  altı,4,Redmi 10,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Gri
36,Xiaomi,17299,5,256,256 MB RAM,4,1500  altı,5,Xiaomi 13 Lite,1,40,1,6,Android,Var,2,USB Type-C,40,Var,USB Type-C,4500,Siyah
37,Xiaomi,5540,20,128,4,6,4000 - 5000,4.5,Redmi 12C,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Gri
38,realme,7639,20,256,8,6,5000,4,Realme C55,1,60,1,6,Android,Var,2,USB Type-C,60,Var,3.5 mm,4500,Siyah
39,Apple,24499,12,128,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Siyah
40,Apple,37303,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Siyah
41,Xiaomi,9649,5,128,8,4,1500  altı,4.5,Redmi Note 10 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Gri
42,Samsung,6704,20,128,4,6,4000 - 5000,5,Galaxy M14,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
43,Tecno,8089,20,256,8,6,5000,4.5,Spark 10 Pro,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Siyah
44,Tecno,4589,20,128,4,6,5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4500,Siyah
45,Samsung,15100,50,256,8,6,5000,5,Galaxy A54,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Yeşil
46,Xiaomi,8878,5,128,8,4,1500  altı,4.5,Redmi Note 11,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Mavi
47,POCO,14889,5,256,8,6,3000 - 4000,5,X5 Pro,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
48,POCO,18795,20,256,12,6,5000,5,POCO F5,1,15,3,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Siyah
49,realme,6799,20,128,6,6,5000,4,Realme C55,1,60,1,6,Android,Var,2,USB Type-C,60,Var,3.5 mm,4500,Siyah
50,Apple,57298,48,128,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Siyah
51,Xiaomi,12899,108,256,8,6,5000,4.5,Redmi Note 12 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Beyaz
52,Reeder,3265,14,128,4,6,5000,4.5,Reeder S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Altın
53,Xiaomi,11589,20,256,8,6,4000 - 5000,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,4500,Pembe
54,Apple,37198,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Yeşil
55,Xiaomi,10999,20,256,8,6,4000 - 5000,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,4500,Beyaz
56,vivo,8545,5,256,8,4,1500  altı,4.5,Vivo Y35,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Gümüş
57,Oppo,6257,5,128,4,4,1500  altı,4.5,Oppo A55,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,5000,Mavi
58,Oppo,4969,5,64,4,4,1500  altı,4.5,Oppo A16,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
59,Apple,61349,48,256,6,6,4323,5,iPhone 14 Pro Max,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mor
60,Reeder,2399,5,32,2,4,1500  altı,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
61,Samsung,22650,50,128,8,6,3700,4.5,Galaxy S22,1,10,1,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,3500,Pembe
62,Samsung,14235,50,128,8,6,5000,5,Galaxy A54,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Siyah
63,Xiaomi,5394,10,128,4,6,6000,4.5,Redmi 10C,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Mavi
64,Oppo,6250,5,128,4,4,1500  altı,4.5,Oppo A55,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,5000,Siyah
65,Reeder,2769,5,128,2,4,1500  altı,4,Reeder S19 Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
66,Xiaomi,3779,10,64,4,6,4000 - 5000,4.5,,10,5,5,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,3000,Siyah
67,INFINIX,5528,20,128,8,6,5000,4.5,Hot 20,1,5,2,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Siyah
68,Samsung,6612,5,128,4,4,1500  altı,4,Galaxy A13,1,5,4,6,Android,Var,2,USB Type-C,5,Var,Lightning,4500,Beyaz
69,POCO,3494,5,32,4,6,3000 - 4000,4,POCO C40,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Yeşil
70,Xiaomi,10490,108,256,8,6,5020,4.5,Redmi Note 10 Pro,1,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Gri
71,General Mobile,5595,20,128,4,6,5000,4.5,Gm 23 Dual,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
72,Tecno,5000,20,128,4,6,5000,4.5,,1,20,3,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4500,Gümüş
73,Xiaomi,6079,5,128,4,4,1500  altı,4,Redmi 10,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
74,Oppo,7399,5,128,6,4,1500  altı,4.5,,1,15,2,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Siyah
75,Samsung,46199,10,256,8,6,4000 - 5000,5,Galaxy S23 Ultra,1,10,5,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,3500,Yeşil
76,Xiaomi,11329,10,128,8,6,5000,4.5,Redmi Note 11 Pro,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,5000,Gri
77,vivo,5189,5,128,4,4,1500  altı,4,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Altın
78,Apple,58799,48,128,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mor
79,Reeder,2968,15,128,4,6,3000 - 4000,4.5,P13 Blue Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
80,Oppo,10567,5,128,8,4,1500  altı,4.5,OPPO Reno6,1,40,3,6,Android,Yok,2,USB Type-C,40,Var,3.5 mm,4000,Mavi
81,Samsung,14315,50,128,8,6,5000,5,Galaxy A54,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Beyaz
82,Samsung,27500,5,128,8,4,1500  altı,4.5,Galaxy Z Flip4,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Mavi
83,Samsung,29789,50,256,8,6,3900,5,Galaxy S23,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Siyah
84,Samsung,16999,5,128,8,4,1500  altı,4.5,Galaxy S21,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Beyaz
85,Samsung,6200,5,128,4,4,1500  altı,4.5,Galaxy A04s,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Siyah
86,Apple,23455,12,64,4,6,3110,4.5,iPhone 11,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Siyah
87,Samsung,36598,10,128,8,6,4000 - 5000,4.5,Galaxy S22 Ultra,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Siyah
88,Samsung,11950,12,128,6,6,4500,4.5,Galaxy S20,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Beyaz
89,Reeder,3319,14,128,4,6,5000,4.5,Reeder S19 Max Pro,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Siyah
90,Reeder,2459,5,64,4,4,1500  altı,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Mavi
91,vivo,6935,20,128,6,6,3000 - 7900,4.5,Vivo Y22s,1,40,3,6,Android,Var,2,USB Type-C,40,Yok,3.5 mm,5000,Mavi
92,Samsung,10960,48,128,8,6,5000,5,Galaxy A34,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Siyah
93,Tecno,6100,20,128,6,6,3000 - 7900,4.5,Pova Neo2,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,7000,Gri
94,INFINIX,8889,64,256,8,6,5000,4.5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,5000,Siyah
95,Samsung,7898,20,128,6,6,5000,4.5,Galaxy A23,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Siyah
96,Honor,11599,5,128,8,4,1500  altı,5,Honor X9a,1,60,3,6,Android,Yok,2,USB Type-C,60,Var,3.5 mm,5000,Gümüş
97,POCO,3999,5,64,4,6,3000 - 4000,4,POCO C40,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
98,INFINIX,5595,20,128,8,6,5000,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,5000,Siyah
99,,42000,108,256,32  +,6,20000  üzeri,5,,1,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,8000,Siyah
100,omix,6095,5,128,16,4,1500  altı,4.5,,1,5,4,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Mavi
101,Samsung,5430,10,128,4,6,5000,4.5,Galaxy A04e,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,5000,Siyah
102,Huawei,30999,5,256,8,4,1500  altı,4.5,,1,10,4,6,Android,Var,2,Lightning,10,Var,USB Type-C,4000,Siyah
103,omix,5599,20,128,8,6,5000,4.5,,1,10,2,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,4500,Gri
104,Tecno,8020,20,256,8,6,5000,4.5,Spark 10 Pro,1,20,3,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Beyaz
105,Apple,47399,10,128,6,6,4000 - 5000,5,iPhone 14 Plus,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mavi
106,Samsung,8398,20,128,6,6,4000 - 5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Mor
107,Xiaomi,38979,20,256,12,6,5000,5,,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Mavi
108,Samsung,6989,5,128,4,4,1500  altı,4,Galaxy A13,1,5,4,6,Android,Var,2,USB Type-C,5,Var,Lightning,4500,Mavi
109,Xiaomi,,20,256,12,6,4000 - 5000,5,,1,40,2,6,Android,Var,2,USB Type-C,40,Var,USB Type-C,4500,Yeşil
110,Huawei,8879,5,128,4,4,1500  altı,4.5,,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
111,Reeder,2699,15,128,4,6,3000 - 4000,4.5,P13 Blue Max,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Beyaz
112,Samsung,41300,10,256,8,6,3000 - 7900,5,,1,5,2,6,Android,Var,2,USB Type-C,5,Var,USB Type-C,4500,Gri
113,Xiaomi,8285,20,128,8,6,1500  altı,4.5,Redmi Note 10S,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
114,Apple,34699,10,128,4,6,2815,4.5,iPhone 12,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Beyaz
115,Apple,70000,48,256,6,6,4323,5,iPhone 14 Pro Max,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Mor
116,Samsung,7050,5,128,4,4,1500  altı,4.5,Galaxy A23,1,5,1,7,Android,Var,2,USB Type-C,5,Var,3.5 mm,5000,Siyah
117,General Mobile,4084,20,64,4,6,5000,4.5,,1,20,2,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4500,Mavi
118,Samsung,8239,20,128,6,6,5000,4.5,Galaxy A23,1,5,4,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
119,Reeder,2189,5,32,2,4,1500  altı,4.5,P13 Blue Max Lite,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,3500,Siyah
120,General Mobile,4090,20,64,4,6,5000,4.5,,1,20,2,6,Android,Var,2,USB Type-C,20,Yok,3.5 mm,4500,Gri
121,POCO,12899,5,256,6,4,1500  altı,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Sarı
122,Samsung,19998,5,128,8,4,1500  altı,5,Galaxy A73,1,5,1,7,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Beyaz
123,Samsung,67998,20,512,12,7,3000 - 7900,5,,2,5,3,7,Android,Var,2,USB Type-C,5,Var,USB Type-C,4000,Krem
124,Apple,62499,48,128,6,6,4323,5,iPhone 14 Pro Max,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Siyah
125,Samsung,5275,20,64,4,6,5000,4.5,Galaxy A04,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Beyaz
126,Samsung,7349,20,128,4,6,4000 - 5000,4.5,Galaxy A14,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,4500,Yeşil
127,vivo,4365,5,64,4,4,1500  altı,4,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Altın
128,Apple,62499,48,128,6,6,4323,5,iPhone 14 Pro Max,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,4000,Gümüş
129,Xiaomi,,50,128,8,6,5000,5,,1,10,3,6,Android,Yok,2,USB Type-C,10,Var,3.5 mm,4500,Beyaz
130,vivo,14695,20,256,256 MB RAM,6,5020,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,USB Type-C,4500,Altın
131,Samsung,12207,12,128,6,6,4500,4.5,Galaxy S20,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Mavi
132,Alcatel,1499,5,16,1,4,1500  altı,4.5,,1,5,1,5,Android,Var,2,Micro-USB,5,Yok,3.5 mm,1000,Siyah
133,Samsung,15488,50,256,8,6,5000,5,Galaxy A54,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Beyaz
134,Hiking,6899,5,128,6,6,4000 - 5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Altın
135,Apple,44399,12,128,6,6,3279,5,iPhone 14,1,10,2,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mor
136,Samsung,8399,20,128,6,6,4000 - 5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,3.5 mm,4500,Siyah
137,Xiaomi,13959,20,256,8,4,1500  altı,5,Xiaomi Mi 12 Lite,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,4000,Siyah
138,POCO,17999,5,256,8,4,900-3000,4.5,,1,20,4,6,Android,Yok,2,USB Type-C,20,Var,3.5 mm,5000,Metalik
139,Samsung,11634,5,128,8,4,4000 - 5000,4.5,Galaxy A52,4,60,1,6,Android,Var,2,USB Type-C,60,Var,3.5 mm,4000,Siyah
140,Xiaomi,10490,15,256,8,6,4000 - 5000,4.5,Redmı Note 12s,1,15,3,6,Android,Var,2,USB Type-C,15,Yok,3.5 mm,4500,Siyah
141,Samsung,5970,20,64,4,7,1500  altı,4.5,Galaxy M13,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
142,Xiaomi,12779,108,256,8,6,5000,4.5,Redmi Note 12 Pro,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Mavi
143,Samsung,12375,20,256,8,6,4000 - 5000,5,,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Mor
144,Samsung,6200,5,128,4,4,1500  altı,4.5,Galaxy A04s,1,5,3,6,Android,Var,2,USB Type-C,5,Var,3.5 mm,4500,Beyaz
145,Samsung,11022,48,128,8,6,5000,5,Galaxy A34,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Yeşil
146,POCO,11489,5,256,8,6,3000 - 4000,5,POCO X5,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Siyah
147,Samsung,11561,12,128,6,6,4500,4.5,Galaxy S20,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Mor
148,Samsung,8949,5,128,6,4,1500  altı,4.5,Galaxy M33,1,5,4,5,Android,Yok,2,USB Type-C,5,Var,USB Type-C,4500,Yeşil
149,POCO,27299,64,512,12,6,5160,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Siyah
150,Apple,31400,10,64,4,5,1800 - 2400,5,iPhone 12 Mini,1,10,2,5,iOS,Yok,2,Lightning,10,Var,Lightning,2000,Beyaz
151,General Mobile,3679,10,32,3,6,5000,4.5,Gm22,1,5,3,6,Android,Yok,2,USB Type-C,5,Yok,3.5 mm,4500,Kırmızı
152,Apple,61499,48,256,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Mor
153,Apple,61498,48,256,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Siyah
154,Xiaomi,,50,128,8,6,5000,5,,1,15,3,6,Android,Yok,2,USB Type-C,15,Var,3.5 mm,4500,Mavi
155,Xiaomi,13962,5,256,8,4,1500  altı,5,,1,15,3,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,4500,Pembe
156,Xiaomi,8759,20,128,6,6,5000,5,Redmi Note 12,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Yeşil
157,Samsung,16999,5,128,8,4,1500  altı,4.5,Galaxy S21,1,15,1,7,Android,Var,2,USB Type-C,15,Var,3.5 mm,4000,Mor
158,vivo,5199,5,128,4,4,1500  altı,4,,1,5,2,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Siyah
159,Samsung,13129,64,128,8,6,5000,5,Galaxy A53,1,20,4,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Siyah
160,Casper,5399,20,128,8,6,5000,4,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Mavi
161,Samsung,29300,50,256,8,6,3900,5,Galaxy S23,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,5000,Mor
162,Samsung,23750,50,128,8,6,3700,4.5,Galaxy S22,1,10,1,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,3500,Siyah
163,Samsung,8598,15,128,6,6,4000 - 5000,4.5,Galaxy A24,1,10,3,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,4500,Yeşil
164,Samsung,6745,20,128,4,6,4000 - 5000,5,Galaxy M14,1,10,3,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,5000,Gümüş
165,Samsung,23999,50,128,8,6,3700,4.5,Galaxy S22,1,10,1,6,Android,Var,2,USB Type-C,10,Var,3.5 mm,3500,Beyaz
166,Xiaomi,5750,5,64,4,4,1500  altı,4,Redmi 10,1,5,4,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,5000,Gri
167,POCO,3999,5,64,4,6,3000 - 4000,4,POCO C40,1,5,1,6,Android,Var,2,USB Type-C,5,Yok,USB Type-C,4500,Yeşil
168,Honor,11289,5,128,8,4,1500  altı,5,Honor X9a,1,60,3,6,Android,Yok,2,USB Type-C,60,Var,3.5 mm,5000,Yeşil
169,INFINIX,3949,20,64,4,6,5000,4.5,,1,5,3,6,Android,Var,2,USB Type-C,5,Yok,3.5 mm,4500,Mavi
170,Samsung,6399,20,64,4,6,4000 - 5000,4.5,Galaxy A14,1,10,3,6,Android,Var,2,USB Type-C,10,Var,USB Type-C,4500,Gümüş
171,Cat,15500,5,32,32 MB RAM,4,1500  altı,4,,1,5,1,5,Android,Var,2,USB Type-C,5,Var,3.5 mm,4000,Siyah
172,Apple,61499,48,256,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Altın
173,Apple,37199,12,128,4,6,3095,5,iPhone 13,1,10,2,6,iOS,Yok,2,Lightning,10,Var,Lightning,3000,Kırmızı
174,realme,14949,5,256,12,4,1500  altı,5,,1,20,2,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Mavi
175,Xiaomi,10519,108,256,8,6,5020,4.5,Redmi Note 10 Pro,1,20,4,6,Android,Var,2,USB Type-C,20,Var,3.5 mm,5000,Mavi
176,Apple,36220,5,128,4,5,3000 - 4000,5,iPhone 13 Mini,1,15,2,5,iOS,Var,2,Lightning,15,Var,Lightning,2000,Siyah
177,Xiaomi,23069,5,256,8,4,1500  altı,5,Xiaomi 12T,1,20,3,6,Android,Var,2,USB Type-C,20,Var,USB Type-C,5000,Siyah
178,Apple,57399,48,128,6,6,3200,5,iPhone 14 Pro,1,10,3,6,iOS,Var,2,Lightning,10,Var,Lightning,3000,Gümüş
179,Xiaomi,5999,10,128,4,6,3000 - 4000,4.5,Redmi Note 8,1,10,4,6,Android,Var,2,USB Type-C,10,Yok,3.5 mm,3500,Mavi
180,INFINIX,8049,20,128,8,6,5000,4.5,,1,15,4,6,Android,Var,2,USB Type-C,15,Var,USB Type-C,5000,Mavi
